movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Dreamgirls,15/12/06,"Drama,Music,Musical",130,Bill Condon,"director,writer,producer",1955,alive,6.6,74746,5.317453058626917,75000000,103365956,155620350
Christopher Robin,3/8/18,"Adventure,Comedy,Drama",104,Marc Forster,"producer,director,writer",1969,alive,7.2,79505,5.845540154,75000000,99215042,197744377
Inspector Gadget,23/7/99,"Action,Adventure,Comedy",78,David Kellogg,"director,producer,writer",1952,alive,4.1,49017,3.126053041509422,75000000,97387965,97387965
Immortals,11/11/11,"Action,Drama,Fantasy",110,Tarsem Singh,"director,producer,soundtrack",1961,alive,6,170593,5.186342149335838,75000000,83504017,211562435
The Terminal,18/6/04,"Comedy,Drama,Romance",128,Steven Spielberg,"producer,writer,director",1946,alive,7.4,465362,6.9736290907685285,75000000,77073959,218673959
Constantine,18/2/05,"Action,Fantasy,Horror",121,Francis Lawrence,"director,producer,writer",1971,alive,7,351616,6.445200982,75000000,75976178,221593554
Morbius,30/3/22,"Action,Adventure,Horror",104,Daniel Espinosa,"director,producer,writer",1977,alive,5.2,130061,4.373464662338275,75000000,73865530,162759437
Monster House,21/7/06,"Animation,Comedy,Family",91,Gil Kenan,"director,writer,producer",1976,alive,6.6,124506,5.565232221178071,75000000,73661010,141267370
Vertical Limit,8/12/00,"Action,Adventure,Drama",124,Martin Campbell,"director,producer,actor",1943,alive,5.9,62721,4.6633592580773255,75000000,68473360,213500000
Life,16/4/99,"Comedy,Crime,Drama",108,Ted Demme,"director,producer,actor",1963,2002,6.7,51902,5.220219005203839,75000000,64062587,73521587
Abominable,19/9/19,"Adventure,Animation,Comedy",97,-,-,-,-,7,39743,5.3223904311991905,75000000,60761390,188668688
Be Cool,4/3/05,"Comedy,Crime,Music",118,F. Gary Gray,"director,actor,producer",1969,alive,5.6,70463,4.467491792807304,75000000,55849401,94944017
House of Gucci,24/11/21,"Biography,Crime,Drama",158,Ridley Scott,"producer,director,production_designer",1937,alive,6.6,139874,5.621749780163369,75000000,53809574,147474138
Munich,23/12/05,"Action,Drama,History",164,Steven Spielberg,"producer,writer,director",1946,alive,7.5,229797,6.680278735120172,75000000,47379090,131492772
Killers,4/6/10,"Action,Comedy,Romance",100,Robert Luketic,"director,producer,writer",1973,alive,5.4,93011,4.41353428,75000000,47059963,95572749
Tears of the Sun,7/3/03,"Action,Drama,Thriller",121,Antoine Fuqua,"director,producer,actor",1965,alive,6.6,124639,5.565750668079195,75000000,43632458,85632458
Lady in the Water,21/7/06,"Drama,Fantasy,Mystery",110,M. Night Shyamalan,"producer,director,writer",1970,alive,5.5,100843,4.530423499034511,75000000,42285169,72785169
Spanglish,17/12/04,"Comedy,Drama,Romance",131,James L. Brooks,"writer,producer,miscellaneous",1940,alive,6.4,85250,5.214240534248189,75000000,42044321,54344321
Bandits,12/10/01,"Comedy,Crime,Drama",123,Barry Levinson,"producer,writer,director",1942,alive,6.5,68973,5.196447124486676,75000000,41523271,71523271
Anna and the King,17/12/99,"Drama,History,Romance",148,Andy Tennant,"producer,director,writer",1955,alive,6.7,37805,5.063994285661125,75000000,39251128,39251128
First Knight,7/7/95,"Action,Adventure,Drama",134,Jerry Zucker,"producer,writer,director",1950,alive,6,74909,4.823025423118316,75000000,37361412,127361412
Sucker Punch,25/3/11,"Action,Adventure,Fantasy",110,Zack Snyder,"director,producer,writer",1966,alive,6,244941,5.346031054504134,75000000,36392502,89758389
Hostage,11/3/05,"Action,Crime,Drama",113,Florent-Emilio Siri,"director,writer,producer",1965,alive,6.5,111494,5.426123691774953,75000000,34636443,77636443
Hostage,11/3/05,"Crime,Drama,Thriller",105,Constantine Giannaris,"director,writer,actor",1959,alive,6,576,2.6740785621076917,75000000,34636443,77636443
Inferno,5/10/16,"Action,Adventure,Crime",121,Ron Howard,"producer,actor,writer",1954,alive,6.2,179021,5.385611969477788,75000000,34343574,219519367
Hollywood Homicide,13/6/03,"Action,Comedy,Crime",116,Ron Shelton,"writer,director,producer",1945,alive,5.3,37994,3.9802445187155646,75000000,30207785,50409753
Titan A.E.,16/6/00,"Action,Adventure,Animation",94,-,-,-,-,6.6,62046,5.2270256062370315,75000000,22751979,36751979
Flight of the Phoenix,17/12/04,"Action,Adventure,Drama",113,John Moore,"director,camera_department,producer",1970,alive,6.1,55212,4.768677796061428,75000000,21009180,34009180
Soldier,23/10/98,"Action,Drama,Sci-Fi",99,Paul W.S. Anderson,"writer,director,producer",1965,alive,6,57571,4.706811316567399,75000000,14623082,14623082
Soldier,23/10/98,"Action,Drama,Musical",156,-,-,-,-,6.3,3163,3.603831928725983,75000000,14623082,14623082
The 355,6/1/22,"Action,Thriller",122,Simon Kinberg,"producer,writer,script_department",1973,alive,5.5,31088,4.0542391211804985,75000000,14570455,18902798
Virus,15/1/99,"Action,Horror,Sci-Fi",99,John Bruno,"animation_department,art_department,visual_effects",\N,alive,5,28667,3.643861885237391,75000000,14010690,30626690
Monkeybone,23/2/01,"Animation,Comedy,Fantasy",93,Henry Selick,"director,animation_department,writer",1952,alive,4.8,18394,3.336129146685227,75000000,5409517,5409517
Minions,17/6/15,"Adventure,Animation,Comedy",91,-,-,-,-,6.4,242710,5.706913135289584,74000000,336045770,1157271759
The SpongeBob Movie: Sponge Out of Water,28/1/15,"Adventure,Animation,Comedy",92,-,-,-,-,6,56832,4.701108030477004,74000000,162994032,311013181
The Lost City,24/3/22,"Action,Adventure,Comedy",112,-,-,-,-,6.1,126478,5.140689465850283,74000000,105344029,182921990
Unbreakable,22/11/00,"Drama,Mystery,Sci-Fi",106,M. Night Shyamalan,"producer,director,writer",1970,alive,7.3,422167,6.825288166646793,73243106,94999143,248099143
Talladega Nights: The Ballad of Ricky Bobby,4/8/06,"Comedy,Sport",108,Adam McKay,"producer,writer,director",1968,alive,6.6,188209,5.765879923036467,73000000,148213377,162870525
The Angry Birds Movie,11/5/16,"Action,Adventure,Animation",97,-,-,-,-,6.3,95265,5.182193735517985,73000000,107509366,352288341
Snake Eyes,7/8/98,"Crime,Mystery,Thriller",98,Brian De Palma,"director,writer,producer",1940,alive,6.1,83184,4.952632879189449,73000000,55591409,103891409
Sphere,13/2/98,"Action,Mystery,Sci-Fi",134,Barry Levinson,"producer,writer,director",1942,alive,6.1,108086,5.070163235327335,73000000,37068294,50168294
The Simpsons Movie,26/7/07,"Adventure,Animation,Comedy",87,David Silverman,"producer,animation_department,miscellaneous",1957,alive,7.3,334463,6.700211576727078,72500000,183135014,527071022
Funny People,31/7/09,"Comedy,Drama",146,Judd Apatow,"producer,writer,director",1967,alive,6.3,120337,5.290488336138525,72500000,51855045,71880305
The Kingdom,28/9/07,"Action,Drama,Thriller",110,Peter Berg,"producer,actor,writer",1964,alive,7,126992,5.920690804310416,72500000,47467250,86802457
Dr. Dolittle 2,22/6/01,"Comedy,Family,Fantasy",87,Steve Carr,"director,producer",\N,alive,4.7,45866,3.5798400373509685,72000000,112950721,176101721
Braveheart,24/5/95,"Biography,Drama,History",178,Mel Gibson,"actor,producer,director",1956,alive,8.4,1043556,8.432931605352929,72000000,75545647,209045244
Jarhead,4/11/05,"Biography,Drama,War",125,Sam Mendes,"producer,director,miscellaneous",1965,alive,7,193081,6.136479198755893,72000000,62647540,96947540
Driven,27/4/01,"Action,Drama,Sport",116,Renny Harlin,"producer,director,writer",1959,alive,4.6,41790,3.469370247231616,72000000,32616869,54616869
The Majestic,21/12/01,"Drama,Romance",152,Frank Darabont,"writer,producer,director",1959,alive,6.9,55579,5.4147305539004975,72000000,27796042,37306334
Two Brothers,25/6/04,"Adventure,Drama,Family",109,Jean-Jacques Annaud,"director,producer,writer",1943,alive,7,15425,4.834947385214888,72000000,19176754,62176754
The Village,30/7/04,"Drama,Mystery,Thriller",108,M. Night Shyamalan,"producer,director,writer",1970,alive,6.6,264949,5.9319460124044445,71682975,114197520,257641634
Doctor Dolittle,26/6/98,"Comedy,Family,Fantasy",85,Betty Thomas,"actress,director,producer",1947,alive,5.4,98462,4.43616199,71500000,144156605,294156605
Signs,2/8/02,"Drama,Mystery,Sci-Fi",106,M. Night Shyamalan,"producer,director,writer",1970,alive,6.8,367443,6.279313787669753,70702619,227969295,408250578
Shrek 2,19/5/04,"Adventure,Animation,Comedy",93,-,-,-,-,7.3,471111,6.884203954284973,70000000,441226247,935253978
Cars,1/5/06,"Adventure,Animation,Comedy",117,-,-,-,-,7.2,428717,6.7381411115933165,70000000,244082982,461630558
Alvin and the Chipmunks: The Squeakquel,23/12/09,"Adventure,Animation,Comedy",88,Betty Thomas,"actress,director,producer",1947,alive,4.5,50525,3.4539275042127175,70000000,219614612,443483213
Runaway Bride,30/7/99,"Comedy,Romance",116,Garry Marshall,"writer,producer,actor",1934,2016,5.6,100204,4.612572614947199,70000000,152257509,310138178
xXx,9/8/02,"Action,Adventure,Thriller",124,Rob Cohen,"producer,director,actor",1949,alive,5.8,181595,5.0357400419995715,70000000,141930000,267200000
Ransom,8/11/96,"Action,Crime,Thriller",121,Ron Howard,"producer,actor,writer",1954,alive,6.7,130221,5.6736746223387104,70000000,136492681,308700000
Inglourious Basterds,21/8/09,"Adventure,Drama,War",153,Quentin Tarantino,"writer,actor,producer",1963,alive,8.3,1461682,8.536738811290691,70000000,120774594,316802281
Hook,11/12/91,"Adventure,Comedy,Family",142,Steven Spielberg,"producer,writer,director",1946,alive,6.8,258789,6.103927310147829,70000000,119654823,300854823
Die Hard 2,3/7/90,"Action,Thriller",124,Renny Harlin,"producer,director,writer",1959,alive,7.1,367243,6.561873905327294,70000000,117323878,239813888
S.W.A.T.,8/8/03,"Action,Adventure,Crime",117,Clark Johnson,"actor,director,producer",1954,alive,6,149423,5.127850215085639,70000000,116877597,207154748
Sleepy Hollow,19/11/99,"Fantasy,Horror,Mystery",105,Tim Burton,"producer,miscellaneous,director",1958,alive,7.3,365516,6.747897193237501,70000000,101068340,207068340
Vanilla Sky,14/12/01,"Fantasy,Mystery,Romance",136,Cameron Crowe,"writer,producer,director",1957,alive,6.9,271733,6.220407321124235,70000000,100614858,202726605
Hercules,13/6/97,"Adventure,Animation,Comedy",93,-,-,-,-,7.3,235866,6.512623359,70000000,99112101,250700000
Olympus Has Fallen,20/3/13,"Action,Thriller",119,Antoine Fuqua,"director,producer,actor",1965,alive,6.5,279943,5.866397002,70000000,98927592,172878928
The Bad Guys,17/3/22,"Adventure,Animation,Comedy",100,Pierre Perifel,"animation_department,director,editor",\N,alive,6.8,43752,5.214637250087733,70000000,97233630,250648674
War Horse,25/12/11,"Action,Adventure,Drama",146,Steven Spielberg,"producer,writer,director",1946,alive,7.2,159702,6.215028818216344,70000000,79883359,156815529
We Were Soldiers,1/3/02,"Action,Drama,History",138,Randall Wallace,"writer,producer,director",1949,alive,7.1,144432,6.074378103902484,70000000,78120196,114658262
The Monuments Men,7/2/14,"Comedy,Drama,History",118,George Clooney,"actor,producer,director",1961,alive,6.1,133537,5.165064329,70000000,78031620,158702748
Storks,22/9/16,"Adventure,Animation,Comedy",87,-,-,-,-,6.8,63709,5.402648250215073,70000000,72679278,183353431
Star Trek: Insurrection,11/12/98,"Action,Adventure,Sci-Fi",103,Jonathan Frakes,"actor,director,producer",1952,alive,6.4,76318,5.162123798945492,70000000,70187658,117800000
Big Fish,10/12/03,"Adventure,Drama,Fantasy",125,Tim Burton,"producer,miscellaneous,director",1958,alive,8,444458,7.522695191982929,70000000,66432867,123954323
Wolf,17/6/94,"Drama,Horror,Romance",125,Mike Nichols,"director,producer,miscellaneous",1931,2014,6.2,57584,4.868202317,70000000,65011757,131011757
Underworld: Awakening,20/1/12,"Action,Fantasy,Horror",88,-,-,-,-,6.3,156367,5.411889520992499,70000000,62321039,160379930
The Lego Ninjago Movie,15/9/17,"Action,Adventure,Animation",101,-,-,-,-,6,27145,4.374917244981983,70000000,59281555,122737201
Dracula Untold,1/10/14,"Action,Drama,Fantasy",92,Gary Shore,"director,producer,writer",1981,alive,6.2,198697,5.433179976140371,70000000,55991880,220241723
The Guardian,29/9/06,"Action,Adventure,Drama",139,Andrew Davis,"director,cinematographer,producer",1946,alive,6.9,94379,5.683547531,70000000,55011732,94973540
The Guardian,29/9/06,Horror,90,Mark J. Doddy,"actor,cinematographer,producer",\N,alive,4.3,26,0.8989446334770697,70000000,55011732,94973540
The Abyss,9/8/89,"Adventure,Drama,Mystery",140,James Cameron,"writer,producer,director",1954,alive,7.5,181088,6.548829534502686,70000000,54243125,54243441
The Dilemma,14/1/11,"Comedy,Drama",111,Ron Howard,"producer,actor,writer",1954,alive,5.3,55023,4.124651248404808,70000000,48475290,70546865
The Siege,6/11/98,"Action,Thriller",116,Edward Zwick,"producer,writer,director",1952,alive,6.4,74447,5.150435902176773,70000000,40934175,116625798
Stardust,10/8/07,"Adventure,Family,Fantasy",127,Matthew Vaughn,"producer,director,writer",1971,alive,7.6,275257,6.872042129665661,70000000,38634938,137022245
Rock of Ages,13/6/12,"Comedy,Drama,Musical",123,Adam Shankman,"producer,miscellaneous,director",1964,alive,5.9,79392,4.765675554696668,70000000,38518613,61031932
Seven Years in Tibet,8/10/97,"Adventure,Biography,Drama",136,Jean-Jacques Annaud,"director,producer,writer",1943,alive,7.1,147090,6.083904197989033,70000000,37945884,131445884
Sky Captain and the World of Tomorrow,17/9/04,"Action,Adventure,Mystery",106,Kerry Conran,"director,writer,visual_effects",1964,alive,6.1,85588,4.965419450849443,70000000,37760080,49730854
The Brave One,14/9/07,"Action,Crime,Drama",122,Neil Jordan,"writer,producer,director",1950,alive,6.7,61727,5.305679390413465,70000000,36793804,69792704
I Spy,1/11/02,"Action,Adventure,Comedy",97,Betty Thomas,"actress,director,producer",1947,alive,5.4,52176,4.183853883748861,70000000,33561137,60279822
Bad Company,7/6/02,"Action,Comedy,Thriller",116,Joel Schumacher,"director,writer,producer",1939,2020,5.6,48621,4.314618898126556,70000000,30157016,69157016
Doom,21/10/05,"Action,Horror,Sci-Fi",105,Andrzej Bartkowiak,"cinematographer,director,producer",1950,alive,5.2,115070,4.326611507,70000000,28212337,58757178
The Finest Hours,27/1/16,"Action,Drama,History",117,Craig Gillespie,"producer,director,writer",1967,alive,6.7,67854,5.352330949,70000000,27569558,49252761
Escape Plan,10/10/13,"Action,Thriller",115,Mikael Håfström,"writer,director,assistant_director",1960,alive,6.7,246336,5.987914239746125,70000000,25135965,103735965
Killer Elite,23/9/11,"Action,Crime,Thriller",116,Gary McKendry,"director,writer",\N,alive,6.4,131832,5.419516359513953,70000000,25124986,65409046
Hard Rain,16/1/98,"Action,Crime,Drama",97,Mikael Salomon,"director,cinematographer,producer",\N,alive,5.9,35988,4.422215879975897,70000000,19870567,19870567
Hart's War,15/2/02,"Drama,War",125,Gregory Hoblit,"producer,director,actor",1944,alive,6.3,53775,4.917126278642319,70000000,19076815,33076815
Rollerball,8/2/02,"Action,Sci-Fi,Sport",98,John McTiernan,"director,producer,writer",1951,alive,3.1,28607,2.208621518112447,70000000,18990542,25852508
The Legend of Hercules,10/1/14,"Action,Adventure,Fantasy",99,Renny Harlin,"producer,director,writer",1959,alive,4.2,55021,3.2412196125091404,70000000,18848538,58953319
Next,27/4/07,"Action,Sci-Fi,Thriller",96,Lee Tamahori,"director,assistant_director,sound_department",1950,alive,6.2,160709,5.336388123946562,70000000,18211013,73591500
Ballistic: Ecks vs. Sever,20/9/02,"Action,Crime,Mystery",91,Wych Kaosayananda,"cinematographer,director,producer",1974,alive,3.6,20337,2.4957372227034824,70000000,14294842,14294842
Osmosis Jones,10/8/01,"Action,Adventure,Animation",95,-,-,-,-,6.3,36863,4.742099794761179,70000000,13596911,13596911
Blackhat,16/1/15,"Action,Crime,Thriller",133,Michael Mann,"producer,writer,director",1943,alive,5.4,60975,4.2457705033256286,70000000,8005980,19665004
Basic Instinct 2,31/3/06,"Drama,Mystery,Thriller",114,Michael Caton-Jones,"director,producer,actor",1957,alive,4.4,40250,3.3006412423540423,70000000,5946136,35417162
Despicable Me,9/7/10,"Adventure,Animation,Comedy",95,-,-,-,-,7.6,552879,7.262026795533139,69000000,251513985,543464573
Dinner for Schmucks,30/7/10,Comedy,114,Jay Roach,"producer,director,writer",1957,alive,5.9,108038,4.8994132973121935,69000000,73026337,86796502
Red Sparrow,28/2/18,"Action,Drama,Thriller",140,Francis Lawrence,"director,producer,writer",1971,alive,6.6,189404,5.768953380412013,69000000,46874505,145951861
The Twilight Saga: Eclipse,30/6/10,"Action,Adventure,Drama",124,David Slade,"producer,director,writer",1969,alive,5,249281,4.439515546829011,68000000,300531751,706102828
Nope,21/7/22,"Horror,Mystery,Sci-Fi",130,Jordan Peele,"actor,writer,producer",1979,alive,6.9,196542,6.055951355491226,68000000,123277080,171172007
The Sum of All Fears,31/5/02,"Action,Drama,Thriller",124,Phil Alden Robinson,"writer,director,producer",1950,alive,6.4,118826,5.370606861971807,68000000,118471320,193500000
Ted 2,25/6/15,Comedy,115,Seth MacFarlane,"writer,producer,music_department",1973,alive,6.3,214488,5.558385066651942,68000000,81476385,217214143
The Score,13/7/01,"Action,Crime,Drama",124,Frank Oz,"actor,miscellaneous,soundtrack",1944,alive,6.8,129748,5.758503348,68000000,71069884,113542091
Hall Pass,25/2/11,"Comedy,Romance",105,-,-,-,-,5.9,127348,4.970795770593153,68000000,45060734,87173475
Money Train,22/11/95,"Action,Comedy,Crime",110,Joseph Ruben,"director,writer,producer",1950,alive,5.7,41703,4.3296525725024235,68000000,35324232,77224232
Dreamcatcher,21/3/03,"Drama,Horror,Sci-Fi",136,Lawrence Kasdan,"writer,producer,director",1949,alive,5.5,93786,4.501065494926454,68000000,33685268,75685268
Mystery Men,6/8/99,"Action,Comedy,Fantasy",121,Kinka Usher,"camera_department,director,actor",\N,alive,6.1,68196,4.863468574831391,68000000,29762011,33462011
